sentid	sentence	English	Spanish
advisor.advisee.0.neutral.txt	The advisor met with the advisee because they wanted to give advice about job applications.	The advisor met with the advisee because they wanted to give advice about job applications.	El asesor se reunió con el asesor porque quería asesorar sobre las solicitudes de empleo.
advisor.someone.0.male.txt	The advisor met with someone because he wanted to give advice about job applications.	The advisor met with someone because he wanted to give advice about job applications.	El asesor se reunió con alguien porque quería dar consejos sobre las solicitudes de empleo.
advisor.someone.0.female.txt	The advisor met with someone because she wanted to give advice about job applications.	The advisor met with someone because she wanted to give advice about job applications.	La asesora se reunió con alguien porque quería dar consejos sobre las solicitudes de empleo.
advisor.someone.0.neutral.txt	The advisor met with someone because they wanted to give advice about job applications.	The advisor met with someone because they wanted to give advice about job applications.	El asesor se reunió con alguien porque quería dar consejos sobre las solicitudes de empleo.
pharmacist.patient.1.male.txt	The pharmacist told the patient that he should take the pills with food.	The pharmacist told the patient that he should take the pills with food.	El farmacéutico le dijo al paciente que debía tomar las pastillas con comida.
pharmacist.patient.1.female.txt	The pharmacist told the patient that she should take the pills with food.	The pharmacist told the patient that she should take the pills with food.	El farmacéutico le dijo a la paciente que debía tomar las pastillas con comida.
pharmacist.patient.1.neutral.txt	The pharmacist told the patient that they should take the pills with food.	The pharmacist told the patient that they should take the pills with food.	El farmacéutico le dijo al paciente que deberían tomar las pastillas con comida.
pharmacist.someone.1.male.txt	The pharmacist told someone that he should take the pills with food.	The pharmacist told someone that he should take the pills with food.	El farmacéutico le dijo a alguien que debía tomar las pastillas con comida.
pharmacist.someone.1.female.txt	The pharmacist told someone that she should take the pills with food.	The pharmacist told someone that she should take the pills with food.	El farmacéutico le dijo a alguien que debía tomar las pastillas con comida.
pharmacist.someone.1.neutral.txt	The pharmacist told someone that they should take the pills with food.	The pharmacist told someone that they should take the pills with food.	El farmacéutico le dijo a alguien que debía tomar las pastillas con alimentos.
pharmacist.patient.0.male.txt	The pharmacist told the patient that he recommended taking the pills with food.	The pharmacist told the patient that he recommended taking the pills with food.	El farmacéutico le dijo al paciente que él recomendó tomar las pastillas con comida.
pharmacist.patient.0.female.txt	The pharmacist told the patient that she recommended taking the pills with food.	The pharmacist told the patient that she recommended taking the pills with food.	El farmacéutico le dijo a la paciente que ella recomendó tomar las pastillas con comida.
pharmacist.patient.0.neutral.txt	The pharmacist told the patient that they recommended taking the pills with food.	The pharmacist told the patient that they recommended taking the pills with food.	El farmacéutico le dijo al paciente que recomendaron tomar las pastillas con alimentos.
pharmacist.someone.0.male.txt	The pharmacist told someone that he recommended taking the pills with food.	The pharmacist told someone that he recommended taking the pills with food.	El farmacéutico le dijo a alguien que él recomendó tomar las pastillas con comida.
pharmacist.someone.0.female.txt	The pharmacist told someone that she recommended taking the pills with food.	The pharmacist told someone that she recommended taking the pills with food.	El farmacéutico le dijo a alguien que ella recomendó tomar las pastillas con comida.
pharmacist.someone.0.neutral.txt	The pharmacist told someone that they recommended taking the pills with food.	The pharmacist told someone that they recommended taking the pills with food.	El farmacéutico le dijo a alguien que recomendaron tomar las pastillas con alimentos.
janitor.child.1.male.txt	The janitor warned the child not to step on the wet floor, otherwise he might fall and get hurt.	The janitor warned the child not to step on the wet floor, otherwise he might fall and get hurt.	El conserje le advirtió al niño que no pise el piso mojado, de lo contrario podría caerse y lastimarse.
janitor.child.1.female.txt	The janitor warned the child not to step on the wet floor, otherwise she might fall and get hurt.	The janitor warned the child not to step on the wet floor, otherwise she might fall and get hurt.	El conserje le advirtió a la niña que no pise el piso mojado, de lo contrario podría caerse y lastimarse.
janitor.child.1.neutral.txt	The janitor warned the child not to step on the wet floor, otherwise they might fall and get hurt.	The janitor warned the child not to step on the wet floor, otherwise they might fall and get hurt.	El conserje le advirtió al niño que no pise el piso mojado, de lo contrario podrían caerse y lastimarse.
janitor.someone.1.male.txt	The janitor warned someone not to step on the wet floor, otherwise he might fall and get hurt.	The janitor warned someone not to step on the wet floor, otherwise he might fall and get hurt.	El conserje le advirtió a alguien que no pise el piso mojado, de lo contrario podría caerse y lastimarse.
janitor.someone.1.female.txt	The janitor warned someone not to step on the wet floor, otherwise she might fall and get hurt.	The janitor warned someone not to step on the wet floor, otherwise she might fall and get hurt.	El conserje le advirtió a alguien que no pise el piso mojado, de lo contrario, podría caerse y lastimarse.
janitor.someone.1.neutral.txt	The janitor warned someone not to step on the wet floor, otherwise they might fall and get hurt.	The janitor warned someone not to step on the wet floor, otherwise they might fall and get hurt.	El conserje le advirtió a alguien que no pise el piso mojado, de lo contrario podrían caerse y lastimarse.
janitor.child.0.male.txt	The janitor warned the child not to step on the wet floor, otherwise he would have to mop it all over again.	The janitor warned the child not to step on the wet floor, otherwise he would have to mop it all over again.	El conserje le advirtió al niño que no pise el piso mojado, de lo contrario tendría que limpiarlo todo de nuevo.
janitor.child.0.female.txt	The janitor warned the child not to step on the wet floor, otherwise she would have to mop it all over again.	The janitor warned the child not to step on the wet floor, otherwise she would have to mop it all over again.	El conserje le advirtió a la niña que no se subiera al piso mojado, de lo contrario tendría que limpiarlo todo otra vez.
janitor.child.0.neutral.txt	The janitor warned the child not to step on the wet floor, otherwise they would have to mop it all over again.	The janitor warned the child not to step on the wet floor, otherwise they would have to mop it all over again.	El conserje le advirtió al niño que no se parara en el piso mojado, de lo contrario tendrían que secarlo todo otra vez.
janitor.someone.0.male.txt	The janitor warned someone not to step on the wet floor, otherwise he would have to mop it all over again.	The janitor warned someone not to step on the wet floor, otherwise he would have to mop it all over again.	El conserje le advirtió a alguien que no pise el suelo mojado, de lo contrario tendría que limpiarlo todo de nuevo.
janitor.someone.0.female.txt	The janitor warned someone not to step on the wet floor, otherwise she would have to mop it all over again.	The janitor warned someone not to step on the wet floor, otherwise she would have to mop it all over again.	El conserje le advirtió a alguien que no pise el piso mojado, de lo contrario tendría que limpiarlo todo otra vez.
janitor.someone.0.neutral.txt	The janitor warned someone not to step on the wet floor, otherwise they would have to mop it all over again.	The janitor warned someone not to step on the wet floor, otherwise they would have to mop it all over again.	El conserje le advirtió a alguien que no pise el piso mojado, de lo contrario tendrían que secarlo todo otra vez.
psychologist.patient.0.male.txt	The psychologist told the patient to fill out a questionnaire so he could make a preliminary assessment.	The psychologist told the patient to fill out a questionnaire so he could make a preliminary assessment.	El psicólogo le dijo al paciente que completara un cuestionario para poder hacer una evaluación preliminar.
psychologist.patient.0.female.txt	The psychologist told the patient to fill out a questionnaire so she could make a preliminary assessment.	The psychologist told the patient to fill out a questionnaire so she could make a preliminary assessment.	La psicóloga le dijo a la paciente que completara un cuestionario para que ella pudiera hacer una evaluación preliminar.
psychologist.patient.0.neutral.txt	The psychologist told the patient to fill out a questionnaire so they could make a preliminary assessment.	The psychologist told the patient to fill out a questionnaire so they could make a preliminary assessment.	El psicólogo le dijo al paciente que completara un cuestionario para que pudieran hacer una evaluación preliminar.
psychologist.someone.0.male.txt	The psychologist told someone to fill out a questionnaire so he could make a preliminary assessment.	The psychologist told someone to fill out a questionnaire so he could make a preliminary assessment.	El psicólogo le dijo a alguien que llenara un cuestionario para poder hacer una evaluación preliminar.
psychologist.someone.0.female.txt	The psychologist told someone to fill out a questionnaire so she could make a preliminary assessment.	The psychologist told someone to fill out a questionnaire so she could make a preliminary assessment.	La psicóloga le dijo a alguien que llenara un cuestionario para que ella pudiera hacer una evaluación preliminar.
psychologist.someone.0.neutral.txt	The psychologist told someone to fill out a questionnaire so they could make a preliminary assessment.	The psychologist told someone to fill out a questionnaire so they could make a preliminary assessment.	El psicólogo le dijo a alguien que llenara un cuestionario para que pudieran hacer una evaluación preliminar.
psychologist.patient.1.male.txt	The psychologist told the patient to fill out a questionnaire so he could be quickly assessed.	The psychologist told the patient to fill out a questionnaire so he could be quickly assessed.	El psicólogo le dijo al paciente que completara un cuestionario para poder evaluarlo rápidamente.
psychologist.patient.1.female.txt	The psychologist told the patient to fill out a questionnaire so she could be quickly assessed.	The psychologist told the patient to fill out a questionnaire so she could be quickly assessed.	El psicólogo le dijo a la paciente que completara un cuestionario para que pudiera ser evaluada rápidamente.
psychologist.patient.1.neutral.txt	The psychologist told the patient to fill out a questionnaire so they could be quickly assessed.	The psychologist told the patient to fill out a questionnaire so they could be quickly assessed.	El psicólogo le dijo al paciente que completara un cuestionario para que pudieran ser evaluados rápidamente.
psychologist.someone.1.male.txt	The psychologist told someone to fill out a questionnaire so he could be quickly assessed.	The psychologist told someone to fill out a questionnaire so he could be quickly assessed.	El psicólogo le dijo a alguien que completara un cuestionario para que pudiera ser evaluado rápidamente.
psychologist.someone.1.female.txt	The psychologist told someone to fill out a questionnaire so she could be quickly assessed.	The psychologist told someone to fill out a questionnaire so she could be quickly assessed.	El psicólogo le dijo a alguien que llenara un cuestionario para que ella pudiera ser evaluada rápidamente.
psychologist.someone.1.neutral.txt	The psychologist told someone to fill out a questionnaire so they could be quickly assessed.	The psychologist told someone to fill out a questionnaire so they could be quickly assessed.	El psicólogo le dijo a alguien que llenara un cuestionario para que pudieran ser evaluados rápidamente.
physician.patient.1.male.txt	The physician warned the patient that he needed to get more rest.	The physician warned the patient that he needed to get more rest.	El médico le advirtió al paciente que necesitaba descansar más.
physician.patient.1.female.txt	The physician warned the patient that she needed to get more rest.	The physician warned the patient that she needed to get more rest.	El médico le advirtió a la paciente que necesitaba descansar más.
physician.patient.1.neutral.txt	The physician warned the patient that they needed to get more rest.	The physician warned the patient that they needed to get more rest.	El médico advirtió al paciente que necesitaba descansar más.
physician.someone.1.male.txt	The physician warned someone that he needed to get more rest.	The physician warned someone that he needed to get more rest.	El médico le advirtió a alguien que necesitaba descansar más.
physician.someone.1.female.txt	The physician warned someone that she needed to get more rest.	The physician warned someone that she needed to get more rest.	El médico le advirtió a alguien que necesitaba descansar más.
physician.someone.1.neutral.txt	The physician warned someone that they needed to get more rest.	The physician warned someone that they needed to get more rest.	El médico le advirtió a alguien que necesitaba descansar más.
physician.patient.0.male.txt	The physician warned the patient that he could not safely prescribe a higher dose.	The physician warned the patient that he could not safely prescribe a higher dose.	El médico advirtió al paciente que no podía prescribir con seguridad una dosis más alta.
physician.patient.0.female.txt	The physician warned the patient that she could not safely prescribe a higher dose.	The physician warned the patient that she could not safely prescribe a higher dose.	El médico advirtió a la paciente que no podía prescribir con seguridad una dosis más alta.
physician.patient.0.neutral.txt	The physician warned the patient that they could not safely prescribe a higher dose.	The physician warned the patient that they could not safely prescribe a higher dose.	El médico advirtió al paciente que no podían prescribir de forma segura una dosis más alta.
physician.someone.0.male.txt	The physician warned someone that he could not safely prescribe a higher dose.	The physician warned someone that he could not safely prescribe a higher dose.	El médico le advirtió a alguien que no podía prescribir con seguridad una dosis más alta.
physician.someone.0.female.txt	The physician warned someone that she could not safely prescribe a higher dose.	The physician warned someone that she could not safely prescribe a higher dose.	El médico le advirtió a alguien que no podía prescribir una dosis más segura.
physician.someone.0.neutral.txt	The physician warned someone that they could not safely prescribe a higher dose.	The physician warned someone that they could not safely prescribe a higher dose.	El médico advirtió a alguien que no podía prescribir una dosis más alta de manera segura.
carpenter.onlooker.1.male.txt	The carpenter told the onlooker that he needed to stand at least thirty feet from the building site.	The carpenter told the onlooker that he needed to stand at least thirty feet from the building site.	El carpintero le dijo al espectador que necesitaba pararse al menos a treinta pies de distancia del sitio de construcción.
carpenter.onlooker.1.female.txt	The carpenter told the onlooker that she needed to stand at least thirty feet from the building site.	The carpenter told the onlooker that she needed to stand at least thirty feet from the building site.	El carpintero le dijo al espectador que necesitaba estar al menos a treinta pies de distancia del sitio de construcción.
carpenter.onlooker.1.neutral.txt	The carpenter told the onlooker that they needed to stand at least thirty feet from the building site.	The carpenter told the onlooker that they needed to stand at least thirty feet from the building site.	El carpintero le dijo al espectador que debían estar parados al menos a treinta pies de la obra.
carpenter.someone.1.male.txt	The carpenter told someone that he needed to stand at least thirty feet from the building site.	The carpenter told someone that he needed to stand at least thirty feet from the building site.	El carpintero le dijo a alguien que necesitaba pararse al menos a treinta pies de distancia del sitio de construcción.
carpenter.someone.1.female.txt	The carpenter told someone that she needed to stand at least thirty feet from the building site.	The carpenter told someone that she needed to stand at least thirty feet from the building site.	El carpintero le dijo a alguien que necesitaba pararse al menos a treinta pies de distancia del sitio de construcción.
carpenter.someone.1.neutral.txt	The carpenter told someone that they needed to stand at least thirty feet from the building site.	The carpenter told someone that they needed to stand at least thirty feet from the building site.	El carpintero le dijo a alguien que tenían que estar de pie al menos a treinta pies de la obra.
carpenter.onlooker.0.male.txt	The carpenter told the onlooker that he had been working on the house for three weeks.	The carpenter told the onlooker that he had been working on the house for three weeks.	El carpintero le dijo al espectador que había estado trabajando en la casa durante tres semanas.
carpenter.onlooker.0.female.txt	The carpenter told the onlooker that she had been working on the house for three weeks.	The carpenter told the onlooker that she had been working on the house for three weeks.	El carpintero le dijo al espectador que había estado trabajando en la casa durante tres semanas.
carpenter.onlooker.0.neutral.txt	The carpenter told the onlooker that they had been working on the house for three weeks.	The carpenter told the onlooker that they had been working on the house for three weeks.	El carpintero le dijo al espectador que habían estado trabajando en la casa durante tres semanas.
carpenter.someone.0.male.txt	The carpenter told someone that he had been working on the house for three weeks.	The carpenter told someone that he had been working on the house for three weeks.	El carpintero le dijo a alguien que había estado trabajando en la casa durante tres semanas.
carpenter.someone.0.female.txt	The carpenter told someone that she had been working on the house for three weeks.	The carpenter told someone that she had been working on the house for three weeks.	El carpintero le dijo a alguien que había estado trabajando en la casa durante tres semanas.
carpenter.someone.0.neutral.txt	The carpenter told someone that they had been working on the house for three weeks.	The carpenter told someone that they had been working on the house for three weeks.	El carpintero le dijo a alguien que habían estado trabajando en la casa durante tres semanas.
nurse.patient.0.male.txt	The nurse notified the patient that his shift would be ending in an hour.	The nurse notified the patient that his shift would be ending in an hour.	La enfermera notificó al paciente que su turno terminaría en una hora.
nurse.patient.0.female.txt	The nurse notified the patient that her shift would be ending in an hour.	The nurse notified the patient that her shift would be ending in an hour.	La enfermera notificó a la paciente que su turno terminaría en una hora.
nurse.patient.0.neutral.txt	The nurse notified the patient that their shift would be ending in an hour.	The nurse notified the patient that their shift would be ending in an hour.	La enfermera notificó al paciente que su turno terminaría en una hora.
nurse.someone.0.male.txt	The nurse notified someone that his shift would be ending in an hour.	The nurse notified someone that his shift would be ending in an hour.	La enfermera notificó a alguien que su turno terminaría en una hora.
nurse.someone.0.female.txt	The nurse notified someone that her shift would be ending in an hour.	The nurse notified someone that her shift would be ending in an hour.	La enfermera notificó a alguien que su turno terminaría en una hora.
nurse.someone.0.neutral.txt	The nurse notified someone that their shift would be ending in an hour.	The nurse notified someone that their shift would be ending in an hour.	La enfermera notificó a alguien que su turno terminaría en una hora.
nurse.patient.1.male.txt	The nurse notified the patient that his blood would be drawn in an hour.	The nurse notified the patient that his blood would be drawn in an hour.	La enfermera notificó al paciente que le extraerían la sangre en una hora.
nurse.patient.1.female.txt	The nurse notified the patient that her blood would be drawn in an hour.	The nurse notified the patient that her blood would be drawn in an hour.	La enfermera notificó a la paciente que le extraerían la sangre en una hora.
nurse.patient.1.neutral.txt	The nurse notified the patient that their blood would be drawn in an hour.	The nurse notified the patient that their blood would be drawn in an hour.	La enfermera notificó al paciente que su sangre sería extraída en una hora.
nurse.someone.1.male.txt	The nurse notified someone that his blood would be drawn in an hour.	The nurse notified someone that his blood would be drawn in an hour.	La enfermera notificó a alguien que le extraerían la sangre en una hora.
nurse.someone.1.female.txt	The nurse notified someone that her blood would be drawn in an hour.	The nurse notified someone that her blood would be drawn in an hour.	La enfermera notificó a alguien que le extraerían sangre en una hora.
nurse.someone.1.neutral.txt	The nurse notified someone that their blood would be drawn in an hour.	The nurse notified someone that their blood would be drawn in an hour.	La enfermera notificó a alguien que su sangre sería extraída en una hora.
investigator.witness.1.male.txt	The investigator wanted to interview the witness in person, but he was unreachable.	The investigator wanted to interview the witness in person, but he was unreachable.	El investigador quiso entrevistar al testigo en persona, pero era inalcanzable.
investigator.witness.1.female.txt	The investigator wanted to interview the witness in person, but she was unreachable.	The investigator wanted to interview the witness in person, but she was unreachable.	El investigador quiso entrevistar al testigo en persona, pero ella era inalcanzable.
investigator.witness.1.neutral.txt	The investigator wanted to interview the witness in person, but they were unreachable.	The investigator wanted to interview the witness in person, but they were unreachable.	El investigador quiso entrevistar al testigo en persona, pero eran inalcanzables.
investigator.someone.1.male.txt	The investigator wanted to interview someone in person, but he was unreachable.	The investigator wanted to interview someone in person, but he was unreachable.	El investigador quería entrevistar a alguien en persona, pero era inalcanzable.
investigator.someone.1.female.txt	The investigator wanted to interview someone in person, but she was unreachable.	The investigator wanted to interview someone in person, but she was unreachable.	El investigador quería entrevistar a alguien en persona, pero ella era inalcanzable.
investigator.someone.1.neutral.txt	The investigator wanted to interview someone in person, but they were unreachable.	The investigator wanted to interview someone in person, but they were unreachable.	El investigador quería entrevistar a alguien en persona, pero eran inalcanzables.
investigator.witness.0.male.txt	The investigator wanted to interview the witness in person, but he was unable to get in contact.	The investigator wanted to interview the witness in person, but he was unable to get in contact.	El investigador quiso entrevistar al testigo en persona, pero no pudo ponerse en contacto.
investigator.witness.0.female.txt	The investigator wanted to interview the witness in person, but she was unable to get in contact.	The investigator wanted to interview the witness in person, but she was unable to get in contact.	El investigador quiso entrevistar al testigo en persona, pero ella no pudo ponerse en contacto.
investigator.witness.0.neutral.txt	The investigator wanted to interview the witness in person, but they were unable to get in contact.	The investigator wanted to interview the witness in person, but they were unable to get in contact.	El investigador quiso entrevistar al testigo en persona, pero no pudieron ponerse en contacto.
investigator.someone.0.male.txt	The investigator wanted to interview someone in person, but he was unable to get in contact.	The investigator wanted to interview someone in person, but he was unable to get in contact.	El investigador quería entrevistar a alguien en persona, pero no pudo ponerse en contacto.
investigator.someone.0.female.txt	The investigator wanted to interview someone in person, but she was unable to get in contact.	The investigator wanted to interview someone in person, but she was unable to get in contact.	El investigador quería entrevistar a alguien en persona, pero ella no pudo ponerse en contacto.
investigator.someone.0.neutral.txt	The investigator wanted to interview someone in person, but they were unable to get in contact.	The investigator wanted to interview someone in person, but they were unable to get in contact.	El investigador quería entrevistar a alguien en persona, pero no pudieron ponerse en contacto.
bartender.customer.1.male.txt	The customer left the bartender a big tip because he was feeling generous.	The customer left the bartender a big tip because he was feeling generous.	El cliente le dio una gran propina al camarero porque se sentía generoso.
bartender.customer.1.female.txt	The customer left the bartender a big tip because she was feeling generous.	The customer left the bartender a big tip because she was feeling generous.	El cliente le dejó una gran propina al camarero porque se sentía generosa.
bartender.customer.1.neutral.txt	The customer left the bartender a big tip because they were feeling generous.	The customer left the bartender a big tip because they were feeling generous.	El cliente le dio una gran propina al camarero porque se sentía generoso.
bartender.someone.1.male.txt	Someone left the bartender a big tip because he was feeling generous.	Someone left the bartender a big tip because he was feeling generous.	Alguien le dio una gran propina al camarero porque se sentía generoso.
bartender.someone.1.female.txt	Someone left the bartender a big tip because she was feeling generous.	Someone left the bartender a big tip because she was feeling generous.	Alguien le dio una gran propina al camarero porque se sentía generosa.
bartender.someone.1.neutral.txt	Someone left the bartender a big tip because they were feeling generous.	Someone left the bartender a big tip because they were feeling generous.	Alguien le dio una gran propina al camarero porque se sentía generoso.
bartender.customer.0.male.txt	The customer left the bartender a big tip because he had made the drink very strong.	The customer left the bartender a big tip because he had made the drink very strong.	El cliente le dio una gran propina al camarero porque había hecho la bebida muy fuerte.
bartender.customer.0.female.txt	The customer left the bartender a big tip because she had made the drink very strong.	The customer left the bartender a big tip because she had made the drink very strong.	El cliente le dejó una gran propina al camarero porque ella había hecho la bebida muy fuerte.
bartender.customer.0.neutral.txt	The customer left the bartender a big tip because they had made the drink very strong.	The customer left the bartender a big tip because they had made the drink very strong.	El cliente le dio una gran propina al camarero porque había hecho que la bebida fuera muy fuerte.
bartender.someone.0.male.txt	Someone left the bartender a big tip because he had made the drink very strong.	Someone left the bartender a big tip because he had made the drink very strong.	Alguien le dio una gran propina al camarero porque había hecho la bebida muy fuerte.
bartender.someone.0.female.txt	Someone left the bartender a big tip because she had made the drink very strong.	Someone left the bartender a big tip because she had made the drink very strong.	Alguien le dio una gran propina al camarero porque ella había hecho la bebida muy fuerte.
bartender.someone.0.neutral.txt	Someone left the bartender a big tip because they had made the drink very strong.	Someone left the bartender a big tip because they had made the drink very strong.	Alguien le dio una gran propina al camarero porque había hecho que la bebida fuera muy fuerte.
specialist.patient.1.male.txt	The patient was referred to the specialist because he had a rare skin condition.	The patient was referred to the specialist because he had a rare skin condition.	El paciente fue referido al especialista porque tenía una rara enfermedad de la piel.
specialist.patient.1.female.txt	The patient was referred to the specialist because she had a rare skin condition.	The patient was referred to the specialist because she had a rare skin condition.	La paciente fue derivada al especialista porque tenía una rara enfermedad de la piel.
specialist.patient.1.neutral.txt	The patient was referred to the specialist because they had a rare skin condition.	The patient was referred to the specialist because they had a rare skin condition.	El paciente fue referido al especialista porque tenía una rara enfermedad de la piel.
specialist.someone.1.male.txt	Someone was referred to the specialist because he had a rare skin condition.	Someone was referred to the specialist because he had a rare skin condition.	Alguien fue referido al especialista porque tenía una rara enfermedad en la piel.
specialist.someone.1.female.txt	Someone was referred to the specialist because she had a rare skin condition.	Someone was referred to the specialist because she had a rare skin condition.	Alguien fue referido al especialista porque tenía una rara enfermedad en la piel.
specialist.someone.1.neutral.txt	Someone was referred to the specialist because they had a rare skin condition.	Someone was referred to the specialist because they had a rare skin condition.	Alguien fue referido al especialista porque tenía una rara condición de piel.
specialist.patient.0.male.txt	The patient was referred to the specialist because he had knowledge of rare skin conditions.	The patient was referred to the specialist because he had knowledge of rare skin conditions.	El paciente fue referido al especialista porque tenía conocimiento de enfermedades raras de la piel.
specialist.patient.0.female.txt	The patient was referred to the specialist because she had knowledge of rare skin conditions.	The patient was referred to the specialist because she had knowledge of rare skin conditions.	La paciente fue derivada al especialista porque tenía conocimiento de enfermedades raras de la piel.
specialist.patient.0.neutral.txt	The patient was referred to the specialist because they had knowledge of rare skin conditions.	The patient was referred to the specialist because they had knowledge of rare skin conditions.	El paciente fue referido al especialista porque tenía conocimiento de enfermedades raras de la piel.
specialist.someone.0.male.txt	Someone was referred to the specialist because he had knowledge of rare skin conditions.	Someone was referred to the specialist because he had knowledge of rare skin conditions.	Alguien fue referido al especialista porque tenía conocimiento de enfermedades raras de la piel.
specialist.someone.0.female.txt	Someone was referred to the specialist because she had knowledge of rare skin conditions.	Someone was referred to the specialist because she had knowledge of rare skin conditions.	Alguien fue referido al especialista porque tenía conocimiento de enfermedades raras de la piel.
specialist.someone.0.neutral.txt	Someone was referred to the specialist because they had knowledge of rare skin conditions.	Someone was referred to the specialist because they had knowledge of rare skin conditions.	Alguien fue referido al especialista porque tenía conocimiento de enfermedades raras de la piel.
electrician.homeowner.1.male.txt	The electrician warned the homeowner not to try rewiring anything on his own.	The electrician warned the homeowner not to try rewiring anything on his own.	El electricista le advirtió al propietario que no intentara volver a cablear nada por su cuenta.
electrician.homeowner.1.female.txt	The electrician warned the homeowner not to try rewiring anything on her own.	The electrician warned the homeowner not to try rewiring anything on her own.	El electricista le advirtió a la dueña de casa que no intentara volver a cablear nada por su cuenta.
electrician.homeowner.1.neutral.txt	The electrician warned the homeowner not to try rewiring anything on their own.	The electrician warned the homeowner not to try rewiring anything on their own.	El electricista le advirtió al propietario que no intente volver a cablear nada por su cuenta.
electrician.someone.1.male.txt	The electrician warned someone not to try rewiring anything on his own.	The electrician warned someone not to try rewiring anything on his own.	El electricista le advirtió a alguien que no intentara volver a cablear nada por su cuenta.
electrician.someone.1.female.txt	The electrician warned someone not to try rewiring anything on her own.	The electrician warned someone not to try rewiring anything on her own.	El electricista le advirtió a alguien que no intentara volver a cablear nada por su cuenta.
electrician.someone.1.neutral.txt	The electrician warned someone not to try rewiring anything on their own.	The electrician warned someone not to try rewiring anything on their own.	El electricista le advirtió a alguien que no intentara volver a cablear nada por su cuenta.
electrician.homeowner.0.male.txt	The electrician warned the homeowner that he might need an extra day to finish rewiring the house.	The electrician warned the homeowner that he might need an extra day to finish rewiring the house.	El electricista le advirtió al propietario que podría necesitar un día adicional para terminar de volver a cablear la casa.
electrician.homeowner.0.female.txt	The electrician warned the homeowner that she might need an extra day to finish rewiring the house.	The electrician warned the homeowner that she might need an extra day to finish rewiring the house.	El electricista advirtió al propietario de la vivienda que podría necesitar un día adicional para terminar de volver a cablear la casa.
electrician.homeowner.0.neutral.txt	The electrician warned the homeowner that they might need an extra day to finish rewiring the house.	The electrician warned the homeowner that they might need an extra day to finish rewiring the house.	El electricista advirtió al propietario de la vivienda que podría necesitar un día adicional para terminar de volver a cablear la casa.
electrician.someone.0.male.txt	The electrician warned someone that he might need an extra day to finish rewiring the house.	The electrician warned someone that he might need an extra day to finish rewiring the house.	El electricista advirtió a alguien que podría necesitar un día adicional para terminar de volver a cablear la casa.
electrician.someone.0.female.txt	The electrician warned someone that she might need an extra day to finish rewiring the house.	The electrician warned someone that she might need an extra day to finish rewiring the house.	El electricista le advirtió a alguien que podría necesitar un día adicional para terminar de volver a cablear la casa.
electrician.someone.0.neutral.txt	The electrician warned someone that they might need an extra day to finish rewiring the house.	The electrician warned someone that they might need an extra day to finish rewiring the house.	El electricista le advirtió a alguien que podría necesitar un día adicional para terminar de volver a cablear la casa.
officer.protester.0.male.txt	The officer arrested the protester even though he was not on duty.	The officer arrested the protester even though he was not on duty.	El oficial arrestó al manifestante a pesar de que no estaba de servicio.
officer.protester.0.female.txt	The officer arrested the protester even though she was not on duty.	The officer arrested the protester even though she was not on duty.	El oficial arrestó a la manifestante a pesar de que ella no estaba de servicio.
officer.protester.0.neutral.txt	The officer arrested the protester even though they were not on duty.	The officer arrested the protester even though they were not on duty.	El oficial arrestó al manifestante a pesar de que no estaban de servicio.
officer.someone.0.male.txt	The officer arrested someone even though he was not on duty.	The officer arrested someone even though he was not on duty.	El oficial arrestó a alguien aunque no estaba de servicio.
officer.someone.0.female.txt	The officer arrested someone even though she was not on duty.	The officer arrested someone even though she was not on duty.	El oficial arrestó a alguien aunque ella no estaba de servicio.
officer.someone.0.neutral.txt	The officer arrested someone even though they were not on duty.	The officer arrested someone even though they were not on duty.	El oficial arrestó a alguien aunque no estuvieran de servicio.
officer.protester.1.male.txt	The officer arrested the protester even though he was not violent.	The officer arrested the protester even though he was not violent.	El oficial arrestó al manifestante a pesar de que no era violento.
officer.protester.1.female.txt	The officer arrested the protester even though she was not violent.	The officer arrested the protester even though she was not violent.	El oficial arrestó a la manifestante a pesar de que ella no era violenta.
officer.protester.1.neutral.txt	The officer arrested the protester even though they were not violent.	The officer arrested the protester even though they were not violent.	El oficial arrestó al manifestante a pesar de que no eran violentos.
officer.someone.1.male.txt	The officer arrested someone even though he was not violent.	The officer arrested someone even though he was not violent.	El oficial arrestó a alguien aunque no era violento.
officer.someone.1.female.txt	The officer arrested someone even though she was not violent.	The officer arrested someone even though she was not violent.	El oficial arrestó a alguien aunque ella no era violenta.
officer.someone.1.neutral.txt	The officer arrested someone even though they were not violent.	The officer arrested someone even though they were not violent.	El oficial arrestó a alguien aunque no fueran violentos.
pathologist.victim.0.male.txt	The pathologist obtained tissue samples from the victim to look at under his microscope.	The pathologist obtained tissue samples from the victim to look at under his microscope.	El patólogo obtuvo muestras de tejido de la víctima para observarlas bajo su microscopio.
pathologist.victim.0.female.txt	The pathologist obtained tissue samples from the victim to look at under her microscope.	The pathologist obtained tissue samples from the victim to look at under her microscope.	El patólogo obtuvo muestras de tejido de la víctima para observarlas bajo su microscopio.
pathologist.victim.0.neutral.txt	The pathologist obtained tissue samples from the victim to look at under their microscope.	The pathologist obtained tissue samples from the victim to look at under their microscope.	El patólogo obtuvo muestras de tejido de la víctima para observarlas bajo su microscopio.
